,doc number,location,sentence,country mentions,cities
6930,23,"['Naturnahe', 'Plauen D', 'Düren']","Die Wiese - Naturnahe Gärten GmbH Immo Herbst Dach- + Innenraumbegrünungs GmbH Helix Pflanzensysteme GmbH Art Aqua GmbH & Co. KG GaLaTech UG
 
 D 08527 Plauen D 52349 Düren","OrderedDict([('DE', 1)])",['Plauen']
6934,23,['Ingolstadt'],"D 85049 Ingolstadt
 
 ","OrderedDict([('DE', 1)])",['Ingolstadt']
6935,23,"['D', 'Dresden', 'D']",D 01129 Dresden D 10243,"OrderedDict([('DE', 1)])",['Dresden']
6936,23,"['D', 'Hamburg\n ']","D 22399 Hamburg
 ","OrderedDict([('DE', 1)])",['Hamburg']
6937,23,['Oldenburg\n \n '],"D 26123 Oldenburg
 
 ","OrderedDict([('DE', 1)])",['Oldenburg']
6953,23,['Neuss\n '],"Neuss
 ","OrderedDict([('DE', 1)])",['Neuss']
6954,23,['Wuppertal'],Wuppertal Mülheim a.d.,"OrderedDict([('DE', 1)])",['Wuppertal']
6957,23,['Viernheim'],Villmar Frankfurt a. Main Saarbrücken Viernheim,"OrderedDict([('DE', 1)])",['Viernheim']
6960,23,['Reutlingen'],"Reutlingen
 ","OrderedDict([('DE', 1)])",['Reutlingen']
6963,23,['Shanghai'],"Pu Tuo District, Shanghai
 
 NL 1607 MV HEM
 
 www.ddb-dachbegruenung.de","OrderedDict([('CN', 1)])",['Shanghai']
6966,23,['Dresden D'],"www.schadenberg.nl
 
 D 01129 Dresden D 10243","OrderedDict([('DE', 1)])",['Dresden']
6967,23,['Berlin'],"Berlin
 
 www.ddb-dachbegruenung.de","OrderedDict([('DE', 1)])",['Berlin']
6968,23,"['D', 'Neuss', 'Münster D']","www.gzs-service.de
 
 D 41470 Neuss
 
 www.gruene-lebenswelten.de
 
 D 48165 Münster D","OrderedDict([('DE', 1)])",['Neuss']
6969,23,"['Havixbeck D', 'Frechen D 50739', 'Köln']","48329 Havixbeck D 50226 Frechen D 50739 Köln
 
 www.marcel-nadorf.com www.benning-dachbegruenung.de","OrderedDict([('DE', 2)])","['Frechen', 'Köln']"
6971,23,"['D', 'Frankfurt a. Main', 'Kornwestheim']","D 65929 Frankfurt a. Main
 
 www.immo-herbst.de
 
 D 70806 Kornwestheim
 
 www.helix-pflanzensysteme.de
 
 ","OrderedDict([('DE', 1)])",['Kornwestheim']
6973,23,['Bietigheim-Bissingen'],74321 Bietigheim-Bissingen,"OrderedDict([('DE', 1)])",['Bietigheim-Bissingen']
6981,23,"['D', 'Geisenheim', 'D', 'Viernheim']","D 65366 Geisenheim
 
 www.tensio.de
 
 D 68519 Viernheim
 
 ","OrderedDict([('DE', 1)])",['Viernheim']
6982,23,['Stuttgart'],"D 70195 Stuttgart
 
 www.wus-architektur.de
 
 ","OrderedDict([('DE', 1)])",['Stuttgart']
6983,23,['Bietigheim-Bissingen'],74321 Bietigheim-Bissingen,"OrderedDict([('DE', 1)])",['Bietigheim-Bissingen']
6985,23,"['Dresden D', 'Hamburg D']",D 01129 Dresden D 21079 Hamburg D,"OrderedDict([('DE', 2)])","['Dresden', 'Hamburg']"
6986,23,['Hannover D'],28832 Achim D 30459 Hannover D 34246,"OrderedDict([('DE', 2)])","['Achim', 'Hannover']"
6987,23,['Vellmar D'],Vellmar D,"OrderedDict([('DE', 1)])",['Vellmar']
6989,23,['Trier D'],54296 Trier D,"OrderedDict([('DE', 1)])",['Trier']
6990,23,"['Werne D', 'Hösbach']",59368 Werne D 63768 Hösbach D,"OrderedDict([('DE', 1)])",['Werne']
6991,23,"['Mannheim', 'D', 'Stuttgart D']",68199 Mannheim D 70439 Stuttgart D,"OrderedDict([('DE', 2)])","['Mannheim', 'Stuttgart']"
6992,23,['Stuttgart'],"70499 Stuttgart
 ","OrderedDict([('DE', 1)])",['Stuttgart']
6994,23,"['D', 'Bamberg']","D 96050 Bamberg
 
 ","OrderedDict([('DE', 1)])",['Bamberg']
6995,23,"['Tuo District', 'Shanghai']","Pu Tuo District, Shanghai
 
 www.ddb-dachbegruenung.de www.resitrix.com","OrderedDict([('CN', 1)])",['Shanghai']
7000,23,"['\n ', 'Dresden']","63811 63927 66130
 68519
 
 Dresden","OrderedDict([('DE', 1)])",['Dresden']
7001,23,['Hamburg'],Büdelsdorf Heist bei Hamburg,"OrderedDict([('DE', 1)])",['Hamburg']
7002,23,['Groß Ippener Groß Ippener'],"Groß Ippener Groß Ippener Achim Hannover
 ","OrderedDict([('DE', 1)])",['Hannover']
7004,23,"['Viernheim', 'www.aco-hochbau.de']","Viernheim
 
 www.novihum.de www.aco-hochbau.de www.sachsenband.de www.xeroflor.com www.xeroflor.de www.sky-garden.de","OrderedDict([('DE', 1)])",['Viernheim']
7008,23,"['LLC\n \n D', 'Stuttgart\n ']","USA, LLC
 
 D 70499 Stuttgart
 ","OrderedDict([('DE', 1)])",['Stuttgart']
7010,23,['Korntal\n '],"Korntal
 ","OrderedDict([('DE', 1)])",['Korntal']
7016,23,"['D', 'München']",77933 Lahr D 80935 München D,"OrderedDict([('DE', 1)])",['Lahr']
7017,23,['Ingolstadt D'],85049 Ingolstadt D,"OrderedDict([('DE', 1)])",['Ingolstadt']
7019,23,['Bamberg D'],D 96050 Bamberg D 97486,"OrderedDict([('DE', 1)])",['Bamberg']
7023,23,['Wuppertal D'],D 42111 Wuppertal D,"OrderedDict([('DE', 1)])",['Wuppertal']
7024,23,"['Essen', 'D', 'Saarbrücken', 'D', 'Stuttgart D', 'Ditzingen', 'D']","45133 Essen D 66119 Saarbrücken D 70567 Stuttgart D 71254 Ditzingen
 
 www.joleinen.de
 
 D","OrderedDict([('DE', 3)])","['Essen', 'Stuttgart', 'Ditzingen']"
7027,23,"['D', 'Dresden']",D 01307 Dresden D 10555,"OrderedDict([('DE', 1)])",['Dresden']
7028,23,['Berlin'],Berlin,"OrderedDict([('DE', 1)])",['Berlin']
7030,23,"['Gelsenkirchen D', 'Emmerich D']",45892 Gelsenkirchen D 46446 Emmerich D,"OrderedDict([('DE', 2)])","['Gelsenkirchen', 'Emmerich']"
7031,23,"['Bergheim D', 'Leverkusen D']",50126 Bergheim D 51381 Leverkusen D,"OrderedDict([('DE', 2)])","['Bergheim', 'Leverkusen']"
7032,23,"['Kornwestheim D', 'Krauchenwies']",53894 Mechernich D 54317 Gusterath D 63110 Rodgau D 70806 Kornwestheim D 72505 Krauchenwies,"OrderedDict([('DE', 3)])","['Mechernich', 'Rodgau', 'Kornwestheim']"
7033,23,"['Süßen\n ', 'Ostfildern D']","D 73079 Süßen
 D 73760 Ostfildern D","OrderedDict([('DE', 1)])",['Ostfildern']
7034,23,['Bietigheim-Bissingen\n '],"74321 Bietigheim-Bissingen
 ","OrderedDict([('DE', 1)])",['Bietigheim-Bissingen']
7038,23,"['Lyss F', 'La Rochelle NL']",3250 Lyss F 17000 La Rochelle NL,"OrderedDict([('FR', 1)])",['La Rochelle']
7039,23,['Neubrandenburg'],"INLA Institut für nachhaltige Landschaftsarchitektur
 
 D 17033 Neubrandenburg
 
 www.gruendach-mv.de
 
 ","OrderedDict([('DE', 1)])",['Neubrandenburg']
7040,23,"['Geisenheim am Rhein www.hs-geisenheim.de', 'Stuttgart', 'D', 'Dresden D 40724 Hilden D', 'Dattenberg D', 'Krauchenwies']","D 65368 Geisenheim am Rhein www.hs-geisenheim.de
 
 D 70174 Stuttgart
 
 www.baubotanik.org
 
 D 71088 Holzgerlingen
 
 www.hfwu-inla.de
 
 Innenraumbegrünung Produkt-/Systemanbieter Novihum Technologies GmbH Deutsche Foamglas GmbH Zeobon GmbH Optigrün international AG
 
 D 01307 Dresden D 40724 Hilden D 53547 Dattenberg D 72505 Krauchenwies
 
 www.novihum.de","OrderedDict([('DE', 3)])","['Stuttgart', 'Dresden', 'Hilden']"
7046,23,"['D', 'Leipzig']","www.xeroflor.com www.xeroflor.de www.isatis.de www.umv-gmbh.de www.dachgarten24.de
 
 Planer
 
 InnoTec21 GmbH
 
 D 04105 Leipzig
 
 Dipl. Ing. (FH)","OrderedDict([('DE', 1)])",['Leipzig']
7047,23,"['D', 'Berlin', 'D', 'Berlin', 'D', 'Blankensee']","D 13053 Berlin
 
 Prof. Dr. Karl-Heinz-Strauch
 
 D 14169 Berlin
 
 Urbanes Grün und Bauwerksbegrünung
 
 D 14959 Blankensee
 
 ","OrderedDict([('DE', 2)])","['Berlin', 'Berlin']"
7048,23,"['D', 'Hamburg\n ']","D 22609 Hamburg
 ","OrderedDict([('DE', 1)])",['Hamburg']
7049,23,['Bad Pyrmont D'],D 31812 Bad Pyrmont D,"OrderedDict([('DE', 1)])",['Bad Pyrmont']
7050,23,['Lohne D'],45133 Essen D 49393 Lohne D,"OrderedDict([('DE', 2)])","['Essen', 'Lohne']"
7051,23,"['Köln D', 'Frankfurt']","50674 Köln D 60437 Frankfurt
 
 ","OrderedDict([('DE', 1)])",['Köln']
7052,23,['D 64285'],D 64285 Darmstadt,"OrderedDict([('DE', 1)])",['Darmstadt']
7053,23,"['D', 'Viernheim']","D 68519 Viernheim
 
 ","OrderedDict([('DE', 1)])",['Viernheim']
7054,23,"['WUS-Architektur', 'D', 'Stuttgart']","WUS-Architektur WasserUmweltStadt-Architektur
 
 D 70195 Stuttgart
 
 ","OrderedDict([('DE', 1)])",['Stuttgart']
7055,23,['Stuttgart'],"Visioverdis
 
 D 70599 Stuttgart
 
 ","OrderedDict([('DE', 1)])",['Stuttgart']
7056,23,['Esslingen D'],"Scapetime GmbH Art Aqua GmbH & Co. KG
 
 D 71696 Möglingen D 73730 Esslingen D","OrderedDict([('DE', 1)])",['Esslingen']
7057,23,"['Bietigheim-Bissingen', 'Vertiko', 'D']","74321 Bietigheim-Bissingen
 
 Vertiko GmbH Vertikalbegrünungskonzepte
 
 D 79199 Kirchzarten
 
 Dipl. Ing. (FH)","OrderedDict([('DE', 1)])",['Bietigheim-Bissingen']
7060,23,"['CH', 'Bern']","CH 3011 Bern
 
 ","OrderedDict([('CH', 1)])",['Bern']
7064,23,['Berlin'],"D 90408 D 97261 CZ 16900
 
 Berlin
 ","OrderedDict([('DE', 1)])",['Berlin']
7068,23,['Köln'],"50996 Köln
 
 www.bussmann-feckler.de
 
 ","OrderedDict([('DE', 1)])",['Köln']
7069,23,"['D', 'Berlin', 'Blankensee']","D 14169 Berlin
 
 D 14959 Blankensee
 
 ","OrderedDict([('DE', 1)])",['Berlin']
7070,23,"['D', 'Bad Pyrmont\n \n www.gruendachexperte-krupka.de\n \n ']","D 31812 Bad Pyrmont
 
 www.gruendachexperte-krupka.de
 
 ","OrderedDict([('DE', 1)])",['Bad Pyrmont']
7078,23,['Dresden D'],"USA, LLC
 
 D 01307 Dresden D","OrderedDict([('DE', 1)])",['Dresden']
7079,23,"['Dormagen', 'D']",41542 Dormagen D,"OrderedDict([('DE', 1)])",['Dormagen']
7080,23,['Gelsenkirchen D'],45892 Gelsenkirchen D 53547,"OrderedDict([('DE', 1)])",['Gelsenkirchen']
7082,23,['Kretz'],D 56630 Kretz bei Andernach D 56746 Kempenich D,"OrderedDict([('DE', 1)])",['Andernach']
7084,23,['Korntal D'],D 70825 Korntal D,"OrderedDict([('DE', 1)])",['Korntal']
7087,23,['Berlin'],"71254
 
 Berlin
 ","OrderedDict([('DE', 1)])",['Berlin']
7090,23,"['PL', 'Uetendorf', 'Thun', 'Budapest']","Stowarzyszenie DAFA
 
 PL 45-131
 
 Biotope City
 
 NL 1016
 
 Uetendorf (Thun) Budapest Opole Amsterdam
 
 www.g-net.de","OrderedDict([('CH', 1), ('US', 1)])","['Thun', 'Amsterdam']"
7091,23,"['Düsseldorf', 'Krefeld', 'Köln']","D
 
 Prometheus communication group
 
 D
 
 Scapetime GmbH
 
 D
 
 Trialog Publishers
 
 D
 
 Elison-medien.de Michael Elison
 
 D
 
 40470 47802 50674 70178
 70771
 71229 73730 81245 85258
 
 Düsseldorf
 
 www.hs-pr.de
 
 Krefeld
 
 https://dach-messe.de
 
 Köln
 
 www.wohnbauwirtschaft.de
 
 Stuttgart
 
 www.verlagsmarketing.de
 
 Leinfelden-Echterdingenwww.konradin.de
 
 ","OrderedDict([('DE', 3)])","['Krefeld', 'Köln', 'Stuttgart']"
7092,23,['Stuttgart'],"Stuttgart
 
 ","OrderedDict([('DE', 1)])",['Stuttgart']
7117,23,['Ditzingen'],14. FBB-Gründachsymposium 2016 in Ditzingen,"OrderedDict([('DE', 1)])",['Ditzingen']
7118,23,"['München', 'Berlin']","9. FBB-Fassadenbegrünungssymposium 2016 in München 132
 
 13 Impressionen FBB-Symposium Gebäudebegrünung 2016 in Berlin
 ","OrderedDict([('DE', 1)])",['Berlin']
7122,24,['Berlin'],Das Jahrbuch Bauwerkbegrünung 2017 präsentiert die Kurzfassungen der Vorträge des Weltkongress Gebäudegrün (WGIC) 20. ­ 22.06.2017 in Berlin.,"OrderedDict([('DE', 1)])",['Berlin']
7123,24,['Berlin'],"The yearbook ­ greening of buildings 2017 presents all abstracts of the lectures of the World Green Infrastructure Congress (WGIC) 20. ­ 22.06.2017 in Berlin.
 ","OrderedDict([('DE', 1)])",['Berlin']
7127,24,['Berlin'],"Dann steht Berlin im Mittelpunkt der Gebäudebegrüner aus aller Welt, wenn sich über 600 Teilnehmer aus etwa 30 Ländern einfinden und sich über den Stand der Technik, der aktuellen Entwicklungen und über Projektbeispiele informieren.","OrderedDict([('DE', 1)])",['Berlin']
7129,24,['Berlin'],"Wir haben Berlin gewählt, weil hier die Politik gemacht wird und eine Vielzahl an Architekten hier Ihren Sitz haben.","OrderedDict([('DE', 1)])",['Berlin']
7132,24,['Cities'],"Green infrastructure (GI), especially the solutions of greening buildings can contribute to improve the urban environment by bringing back vegetation in Cities with all their incorporated benefits.","OrderedDict([('US', 1)])",['Green']
7133,24,['Berlin the 10th'],The World Green Infrastructure Network (WGIN) as network of national associations celebrates in Berlin the 10th anniversary.,"OrderedDict([('DE', 1)])",['Berlin']
7134,24,['Berlin'],"2017 Berlin is hosted by FBB, the national member","OrderedDict([('DE', 1)])",['Berlin']
7135,24,['Germany'],of WGIN in Germany.,"OrderedDict([('DE', 1)])",[]
7136,24,['Berlin'],Berlin is an excellent partner with a long tradition in ecological case studies and related research projects.,"OrderedDict([('DE', 1)])",['Berlin']
7137,24,"['Berlin', 'June']",to meeting delegates in Berlin in June 2017.,"OrderedDict([('DE', 1)])",['Berlin']
7138,24,['Berlin'],"Bringing the Congress to such a groun breaking city as Berlin, will provide delegates a chance to witness the innovative approaches that Berlin has taken to increase urban green infrastructure of the last 30 years or so.","OrderedDict([('DE', 2)])","['Berlin', 'Berlin']"
7143,24,['Berlin'],"Berlin hat in der Hinsicht eine gute Tradition ­ nicht zuletzt dank gemeinsamer Forschungs- und Modellprojekte, deren Erkenntnisse die Senatsverwaltung für Stadtentwicklung und Wohnen regelmäßig in die breitere Praxis trägt, zu neuen Standards macht und dabei weiterentwickelt.","OrderedDict([('DE', 1)])",['Berlin']
7144,24,['Architektenkammer Berlin'],"Mit der Architektenkammer Berlin, den Berliner Wasserbetrieben, der Bundesstiftung Baukultur, der IGA Berlin 2017, dem Kompetenzzentrum Wasser Berlin und der Technologie Stiftung Berlin ist es uns gelungen, wichtige Akteurinnen und Akteure als Partner zu gewinnen.","OrderedDict([('DE', 3)])","['Berlin', 'Berlin', 'Berlin']"
7145,24,['Berlin'],Gebäudebegrünung hat für Berlin hohe Aktualität.,"OrderedDict([('DE', 1)])",['Berlin']
7151,24,['Berlin'],"Ich freue mich daher, dass sich der Weltkongress Gebäudegrün WGIC 2017 diesem Zukunftsthema widmet und begrüße Sie als Teilnehmerinnen und Teilnehmer sehr herzlich in Berlin.
 ","OrderedDict([('DE', 1)])",['Berlin']
7152,24,['Berlin'],"Das Jahr 2017 ist genau der richtige Zeitpunkt, um diese internationale Tagung in Berlin zu veranstalten.","OrderedDict([('DE', 1)])",['Berlin']
7153,24,['Gastgeberstadt'],Die deutsche Hauptstadt ist Gastgeberstadt der Internationalen Gartenausstellung IGA Berlin 2017.,"OrderedDict([('DE', 1)])",['Berlin']
7156,24,"['Berlin', 'Berlins']","Und, ich lade Sie herzlich ein: Lassen Sie sich von Berlin inspirieren ­von herausragender Gartengestaltung auf der IGA Berlin 2017, von spannenden Beispielen gelungener Gebäudebegrünung in vielen Teilen Berlins, aber auch von der lebendigen Atmosphäre in unserer vielfältigen und weltoffenen Stadt.
 ","OrderedDict([('DE', 2)])","['Berlin', 'Berlin']"
7157,24,['Berlin'],"Herzlich willkommen in Berlin!
 ","OrderedDict([('DE', 1)])",['Berlin']
7158,24,['Berlin'],"Regierender Bürgermeister von Berlin
 
 11
 
 4 Gold-Sponsoren /","OrderedDict([('DE', 1)])",['Berlin']
7159,24,"['Stuttgart', 'Europa']",Die Paul Bauder GmbH & Co. KG in Stuttgart ist führender Hersteller von Dachsystemen in Europa und seit 160 Jahren inhabergeführt.,"OrderedDict([('DE', 1)])",['Stuttgart']
7161,24,"['Hauptwerk Stuttgart', 'Bochum', 'Landsberg', 'Halle', 'Achim', 'Bremen', 'Bernsdorf', 'Schwepnitz', 'Dresden', 'Bruck an der Leitha bei Wien']","Etwa 1.000 Mitarbeiter und Mitarbeiterinnen arbeiten im Hauptwerk Stuttgart sowie in den sechs weiteren Werken in Bochum, Landsberg bei Halle, Achim bei Bremen, Bernsdorf und Schwepnitz bei Dresden sowie Bruck an der Leitha bei Wien.","OrderedDict([('DE', 5)])","['Bochum', 'Halle', 'Achim', 'Bremen', 'Dresden']"
7167,24,['Berlin'],"Der Regierende Bürgermeister von Berlin, Michael Müller · Bundesministerin für Umwelt, Naturschutz,
 Bau und Reaktorsicherheit, Dr. Barbara Hendricks
 Förderer / Patrons · Bundesinstitut für Bau-, Stadt und Raumforschung · Bundesministerium für Umwelt, Naturschutz,
 Reaktorsicherheit","OrderedDict([('DE', 1)])",['Berlin']
7170,24,['Berlin'],Beim Weltkongress Gebäudegrün 2017 in Berlin werden etwa 100 Vorträge präsentiert ­ so viele wie noch bei keinem der bisherigen Kongresse.,"OrderedDict([('DE', 1)])",['Berlin']
7171,24,['Berlin'],2017 At the WGIC in Berlin,"OrderedDict([('DE', 1)])",['Berlin']
7180,24,['Freiburg im Breisgau'],"www.arup.com/campaigns/cities_alive/rethinking_green_ infrastructure
 
 Picture: Vauban car-free district, Freiburg im Breisgau © allOver images/ Alamy Stock Photo
 ","OrderedDict([('DE', 1)])",['Freiburg']
7185,24,"['Münchner Pschorr-Haus', 'Küehn-Malvezzi', 'Berlin']","Das Münchner Pschorr-Haus (Architektur: Küehn-Malvezzi, Berlin) bietet in unkonventioneller Verschränkung vielfältige, innovative Begrünungen auf allen Gebäudeebenen und als Teil der inneren Fassade.
 ","OrderedDict([('DE', 1)])",['Berlin']
7189,24,['Vienna'],"ERSTE campus in Vienna · The international study shows attractive examples wor-
 ldwide, be it the design input or the botanic aspect.","OrderedDict([('US', 1)])",['Vienna']
7190,24,['Berlin'],".
 
 · The Munich Pschorr-Haus (architecture: Küehn-Malvezzi, Berlin) offers diverse innovative greenery on all building levels and as part of the inner façade in an unconventional way.
 ","OrderedDict([('DE', 1)])",['Berlin']
7191,24,['Vienna'],"In the Viennese ERSTE-Campus (architecture: HenkeSchreieck, Vienna), a bank headquarter finished in 2016, unfolds an extraordinary working environment over five substructured green atriums","OrderedDict([('US', 1)])",['Vienna']
7198,24,"['Berlin', 'Beuth']","Berlin : Beuth, 2016 · DIN ­ Deutsches Institut für Normung e. V. (Hrsg.): DIN 18320 VOB Vergabe- und Vertragsordnung für Bauleistungen ­ Teil C:","OrderedDict([('DE', 1)])",['Berlin']
7199,24,"['Berlin', 'Beuth']","Berlin : Beuth, 2016 · DIN ­ Deutsches Institut für Normung e. V. (Hrsg.): DIN 18916 Vegetationstechnik im Landschaftsbau ­ Pflanzen und Pflanzarbeiten.","OrderedDict([('DE', 1)])",['Berlin']
7200,24,"['Berlin', 'Beuth']","Berlin : Beuth, 2016 · DIN ­ Deutsches Institut für Normung e. V. (Hrsg.)","OrderedDict([('DE', 1)])",['Berlin']
7201,24,"['Berlin', 'Beuth']","Berlin : Beuth, 2010 · DIN ­ Deutsches Institut für Normung e. V. (Hrsg.)","OrderedDict([('DE', 1)])",['Berlin']
7204,24,"['Berlin', 'Beuth']","Berlin : Beuth, 2016 · DIN ­ Deutsches Institut für Normung e. V. (Hrsg.): DIN 18320 VOB Vergabe- und Vertragsordnung für Bauleistungen ­ Teil C:","OrderedDict([('DE', 1)])",['Berlin']
7205,24,"['Berlin', 'Beuth']","Berlin : Beuth, 2016 · DIN ­ Deutsches Institut für Normung e. V. (Hrsg.): DIN 18916 Vegetationstechnik im Landschaftsbau ­ Pflanzen und Pflanzarbeiten.","OrderedDict([('DE', 1)])",['Berlin']
7206,24,"['Berlin', 'Beuth']","Berlin : Beuth, 2016 · DIN ­ Deutsches Institut für Normung e. V. (Hrsg.)","OrderedDict([('DE', 1)])",['Berlin']
7207,24,"['Berlin', 'Beuth']","Berlin : Beuth, 2010 · DIN ­ Deutsches Institut für Normung e. V. (Hrsg.)","OrderedDict([('DE', 1)])",['Berlin']
7210,24,['Norway'],Recent building projects in Norway exemplify the role green outdoor amenities can play in healthcare design.,"OrderedDict([('NO', 1)])",[]
7211,24,['Hamburg'],Hamburg is,"OrderedDict([('DE', 1)])",['Hamburg']
7212,24,['Hamburg'],"Implementing the green roof strategy, Hamburg aims to transform the way the city treats the roofs by creating a","OrderedDict([('DE', 1)])",['Hamburg']
7217,24,"['Seewasserwerk Moos', 'Wollishofen/Zürich', 'Emmen']","Bild: Dachbegrünung mit 10 Orchideenarten auf dem Seewasserwerk Moos in Wollishofen/Zürich. Foto: Stephan Brenneisen
 
 Etablierung einer Kiebitzkolonie in Emmen","OrderedDict([('NL', 1)])",['Emmen']
7219,24,['Blumenwiesen-Charakter'],"Gezielt wurden hier begrünten Dachflächen so eingerichtet, dass dichter bewachsene Bereiche entstehen mit Blumenwiesen-Charakter als Nahrungshabitat für die jungen Kiebitze und eher locker bewachsene offene Bereich, in denen die Jungvögel sich schnell bewegen können und den Insekten und Spinnen auf dem Boden nachstellen können.
 
 ","OrderedDict([('SE', 1)])",['Boden']
7232,24,['China'],"32
 
 Indoor greening in China:","OrderedDict([('CN', 1)])",[]
7233,24,['China'],"advance in research and practices
 Dr. Wendy Y. Chen
 
 China's unprecedented urbanization over the past three decades has accompanied","OrderedDict([('CN', 1)])",[]
7235,24,['Hungary'],green roof industry in Hungary,"OrderedDict([('HU', 1)])",[]
7236,24,['Hungary'],"In this lecture, we will visit about half of a dozen projects in Hungary, showing not only practical solutions, successful details and achievements, but failures, mistakes and corrections as well.
 ","OrderedDict([('HU', 1)])",[]
7238,24,"['Sydney', 'Australia']","35
 
 Green Infrastructure and Living Architecture Design in Sydney, Australia
 Matthew Dillon
 ","OrderedDict([('AU', 1), ('CA', 1)])",['Sydney']
7239,24,"['Sydney', 'Australia']","will provide a brief overview of the most influential strategies and projects being undertaken in Sydney, Australia.","OrderedDict([('AU', 1), ('CA', 1)])",['Sydney']
7240,24,['This'],This will include a visual folio on the City of Sydney which has adopted,"OrderedDict([('CA', 1)])",['Sydney']
7244,24,"['Copenhagen', 'New York City and Washington DC']","In this presentation Herbert Dreiseitl will present cases from around the world including new Cloudburst projects in Copenhagen, New York City and Washington DC as well as the ABC Singapore projects and European examples.","OrderedDict([('US', 2), ('SG', 1), ('DK', 1)])","['Copenhagen', 'New York', 'Washington']"
7246,24,['Amsterdam'],This is also why a new concept of polder roofs has been developed by the Dakdokters in Amsterdam.,"OrderedDict([('US', 1)])",['Amsterdam']
7250,24,"['London', 'Rotterdam and Paris']","Outside these three main European markets, several other cities, such as London, Rotterdam and Paris, are showing significant increases in the installation of green roofs particularly driven by policy (e.g., Greater London Authority 2008).
 ","OrderedDict([('US', 2), ('GB', 1)])","['London', 'Rotterdam', 'Paris']"
7258,24,"['Buchcover', 'Paris']","Bild: Buchcover - Weißbuch Stadtgrün
 
 42
 
 Toit Tout Vert - Intensive urban farming under a greenhouse on a roof in Paris
 ","OrderedDict([('US', 1)])",['Paris']
7259,24,['France'],"climate
 
 Toit Tout Vert is a start up which develops urban farming project in France.","OrderedDict([('FR', 1)])",[]
7260,24,['Paris'],top in the center of Paris.,"OrderedDict([('US', 1)])",['Paris']
7280,24,['Since'],"Bild: Casino Bundesamt für Bauwesen und Raumordnung, Bonn
 
 46
 
 European Union Policy on nature-based solutions and green infrastructure
 Marco Fritz
 
 Since 2013, the European Union is addressing challenges from pressures on human health","OrderedDict([('DE', 1)])",['Bonn']
7284,24,"['Boden', 'Gebäudehülle']","Im Zusammenspiel mit den Terrassen und durch ,,Gleitprofile"" von Boden zu Boden definiert, verleihen die Pflanzen dem Gebäudehülle ein dreidimensionales Erscheinungsbild.
 
 ","OrderedDict([('SE', 1)])",['Boden']
7287,24,"['Lausanne', 'Schweiz', 'Nanjing', 'China']","Andere vertikale Wälder in der Welt werden inzwischen entworfen und zwei von ihnen befinden sich derzeit im Bau: der ,,Turm der Zedernbäume"", ein 36-stöckiger Turm bei Lausanne, in der Schweiz, und Nanjing Vertical Forest, in China.","OrderedDict([('CN', 1), ('CH', 1)])",['Lausanne']
7289,24,"['Lausanne', 'China']","Other Vertical Forests in the world are being designed and two of them are currently under construction: the `Tower of Cedar Trees', a 36-storey tower near Lausanne, Switzerland and the Nanjing (China)","OrderedDict([('CH', 2), ('CN', 2)])","['Lausanne', 'Nanjing']"
7292,24,['Mexico'],Within the framework of the Joint International Project Agribusiness Environmental Protection JIP A.E.P.-3 (1999-2001) an international interdisciplinary course on sustainable urban development through the implementation of green roofs was prepared and carried out at Chapingo University in Mexico.,"OrderedDict([('MX', 1)])",[]
7293,24,['Mexico City'],"Around the same time, the first extensive green roofs were implemented on public buildings in Mexico City.","OrderedDict([('MX', 1)])",['Mexico City']
7294,24,['Mexico City'],"Furthermore, the Mexican Green Roof Association, AMENA A.C., was founded to promote green roofs, and in 2010 it organized the first World Green Roof Congress in Latin America in collaboration with Mexico City authorities who shortly before had approved the Technical Guidelines for Green Roofs.","OrderedDict([('MX', 1)])",['Mexico City']
7295,24,['Since'],"Since then, not only Chapingo University and Mexico City's government have been promoters of green roofs, nowadays also including hospitals in the green roof implementation programme, but also real estate agencies, bank corporations and commercial centres.","OrderedDict([('MX', 1)])",['Mexico City']
7296,24,['Mexico'],"The paper covers the development of the particular extensive roof greening system at Chapingo University as well as its impacts on urban green policy and industry development in Mexico.
 
 ","OrderedDict([('MX', 1)])",[]
7297,24,['October'],"Picture: Green roof at Chapingo University in October 2002
 
 50
 
 Delivering Biodiversity and Green Infrastructure in London ­ A ten-year review
 Dusty Gedge
 
 The last ten years have seen","OrderedDict([('US', 1), ('GB', 1)])","['Green', 'London']"
7298,24,['London'],"Here we cover the approach, how green roofs have been implemented in London and impact.
 ","OrderedDict([('GB', 1)])",['London']
7299,24,['Switzerland'],"Evolving an approach to delivering biodiversity on green roofs in a world city From around 2000 the London Biodiversity, having contacted researchers in Switzerland","OrderedDict([('CH', 1)])",[]
7300,24,['London'],for nature in London.,"OrderedDict([('GB', 1)])",['London']
7301,24,['UK'],Green roofs in the UK,"OrderedDict([('US', 1)])",['Green']
7302,24,['London'],The policy for green roofs is an overarching policy that in effect filters down to all the local municipalities in London (33).,"OrderedDict([('GB', 1)])",['London']
7303,24,['Berlin'],factor that can be found in cities such as Berlin.,"OrderedDict([('DE', 1)])",['Berlin']
7304,24,['London'],Now 70% of green roofs installed in London are extensive.,"OrderedDict([('GB', 1)])",['London']
7305,24,['London'],London is certainly delivering meaningful biodiversity to range,"OrderedDict([('GB', 1)])",['London']
